OBJECTID,Park Name,Property Management Area,SE_ANNO_CAD_DATA,PARKSBND_AREA,ORIG_FID,Spatial Data Quality Level,GLOBALID,GIS_CREATOR,GIS_CRT_DT,GIS_EDITOR,GIS_EDT_DT,x,y
69787,6TH AVENUE NW POCKET PARK,3158,System.Byte[],9006.612569,6,QL-D3,15ad5f62-7e88-46d8-99e4-b091a338b3e2,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1263504.22356381,253331.878960222
69788,8605 35TH AVE NE,654,System.Byte[],13710.692277,7,QL-D3,7ffe9b36-4d65-4b3a-80dc-2bb5c6cd5d14,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281406.59195848,255509.245012298
69789,ALASKAN WAY BOULEVARD,4449,System.Byte[],868998.418128,8,QL-D3,fa0928fa-0c95-4c5a-ad7a-db951802516f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1268754.64875847,224535.078614295
69790,ALBERT DAVIS PARK,244,System.Byte[],58459.982889,9,QL-D3,5813416d-0de6-4119-9db8-d0d20dd9efc1,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279745.65597589,266113.360615045
69791,ALICE BALL PARK,4484,System.Byte[],18698.81889,10,QL-D3,d6ed8a38-2bcc-4327-b202-52bc2d6e46ca,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1265668.86424765,254677.77554664
69792,ALKI BEACH PARK,445,System.Byte[],5919768.153795,11,QL-D3,06fc2653-c7ab-49a3-a78d-a5339a30eb7a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1251830.43752822,216038.146461219
69793,ALKI PLAYGROUND,446,System.Byte[],197688.894591,12,QL-D3,57aa9c7c-0c54-45fb-a940-e1e385198340,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1251957.93924172,214990.873621389
69794,ALVIN LARKINS PARK,3914,System.Byte[],28512.234511,13,QL-D3,562ab0d8-be9a-418d-b4dc-96e9beca5666,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281464.44223648,227479.485127047
69795,AMY YEE TENNIS CENTER,426,System.Byte[],368391.302528,14,QL-D3,52178557-ef43-4541-9656-3998bd6c59da,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279161.33135714,216819.6747538
69796,ANDOVER PLACE,2927,System.Byte[],8357.088812,15,QL-D3,d6a97897-c3b7-435f-bc49-e14c74c85a13,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1251221.57785356,211364.897277549
69797,ARAPAHOE TRIANGLE,1556,System.Byte[],1554.166985,16,QL-D3,d6507a27-ba98-427c-be20-33b30c17252a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1252050.79994839,241547.426151216
69798,ARROYO HEIGHTS,485,System.Byte[],157202.140195,17,QL-D3,5fdcb009-a343-4324-9421-9a5e6b4786e8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1257079.8135124,187945.360127211
69799,ARROYOS NATURAL AREA,485,System.Byte[],150631.075443,18,QL-D3,77b0ccbf-8e05-4d7a-9b2f-6099fce06cf3,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1256617.90597165,187750.363469973
69800,ATLANTIC CITY BOAT RAMP,4081,System.Byte[],278166.660494,19,QL-D3,77c77c9b-3377-4774-9504-8315a83178f5,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1287234.06094655,194027.142583057
69801,ATLANTIC STREET PARK,4243,System.Byte[],32080.563925,20,QL-D3,b66a774f-d129-4534-9b03-22b69c1da94a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1277167.24249756,218471.383064553
69802,B.F. DAY PLAYGROUND,241,System.Byte[],102835.917612,21,QL-D3,350de0db-217b-4561-8975-37a7d6781101,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1266849.53478657,242979.168366462
69803,BAGLEY VIEWPOINT,4006,System.Byte[],6224.079938,22,QL-D3,4d2b6a17-fdfa-4f92-a9d6-9d01640976c6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274365.69363873,238083.974744797
69804,BAKER PARK ON CROWN HILL,2840,System.Byte[],27625.632006,23,QL-D3,a7fe8f00-f3fb-4414-b4cc-ed8ea2081275,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260865.74458881,255501.823439211
69805,BALLARD COMMONS PARK,4278,System.Byte[],59954.1216,24,QL-D3,60da421d-3221-4de4-b5c2-d4d4fcc829fc,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258021.28899164,248451.936620384
69806,BALLARD CORNERS PARK,4428,System.Byte[],10004.27147,25,QL-D3,254c0111-362f-4324-8298-650f247693a0,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1259616.68671948,249747.088557631
69807,BALLARD PLAYGROUND,497,System.Byte[],149391.977301,26,QL-D3,3785f880-7c81-4a01-817e-26529afa4b6b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1256544.07508256,249298.011699885
69808,BALLARD SWIMMING POOL,498,System.Byte[],36497.723767,27,QL-D3,021d7f2a-6f30-4ae2-bbb9-7743bcf250e5,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260354.55401014,250922.89066796
69809,BANNER WAY TRIANGLES,4073,System.Byte[],9610.858802,28,QL-D3,9289d1c2-8ddd-4388-84e9-40084565694b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273799.13276398,253203.208613887
69810,BAR-S PLAYGROUND,3703,System.Byte[],184597.559414,29,QL-D3,ae5f00c4-58c2-4ad4-b3cc-ead8f6c54d45,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1249775.66079789,213831.350677967
69811,BAYVIEW PLAYGROUND,303,System.Byte[],201447.57257,30,QL-D3,faccc6b7-2be9-43a8-b181-edffff7e4110,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1257503.87073514,238703.838990629
69812,BEACON HILL PLAYGROUND,400,System.Byte[],128761.041166,31,QL-D3,08e899dd-77fb-438e-912a-016d9cd3c35f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274711.8373034,217359.487650543
69813,BEACON PLACE,3119,System.Byte[],10864.567495,32,QL-D3,843a2c11-7cfb-4aa7-baa6-4da44fca7fa6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274012.35969973,221010.126674712
69814,BEAVER POND NATURAL AREA ON THORNTON CREEK,4481,System.Byte[],297351.183297,33,QL-D3,fe5c38df-30e8-47b0-843e-26e3ac3d30a8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274761.08031514,261198.874052972
69815,BEER SHEVA PARK,440,System.Byte[],254461.746065,34,QL-D3,854c27d4-9707-4a87-ba01-df38fe97ef7d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1287023.89371598,194534.158957466
69816,BELL STREET PARK BOULEVARD,4472,System.Byte[],61371.938412,35,QL-D3,cc894a3c-2e85-4716-a0f9-a24c1cb96dbd,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1267318.79401864,227527.790148556
69817,BELLEVUE PLACE,4022,System.Byte[],54064.228816,36,QL-D3,ee20e9d0-5dec-45b5-96a0-2c2127716c8d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271955.32411565,232246.924739137
69818,BELLTOWN COTTAGE PARK,4415,System.Byte[],7215.513455,38,QL-D3,16c291c4-772d-41f5-87b9-6a37ff54e296,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1266163.63031848,227618.196791887
69819,BELLTOWN P-PATCH,3908,System.Byte[],7213.721165,39,QL-D3,6a92148b-f82d-4c68-9197-e01e9d8d57a2,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1266119.13401639,227658.687196463
69820,BELMONT PLACE,346,System.Byte[],758.938731,40,QL-D3,8852f174-ec2d-48a8-9fb1-f2a5996891ae,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1272750.44686922,231807.887887552
69821,BELVEDERE PARK,447,System.Byte[],72781.940528,41,QL-D3,1e257fd2-0461-47c7-96c9-ee95c18d40d6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1259599.59784289,215650.901828885
69822,BELVOIR PLACE,475,System.Byte[],17919.585238,42,QL-D3,13acac01-7b09-46c5-9477-b2f2f6e066a2,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283110.72864206,242352.921259388
69823,BENEFIT PLAYGROUND,436,System.Byte[],103198.493651,43,QL-D3,ecf3fdc1-2c43-4021-a4a5-591d24a19769,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1281906.00204889,192694.757452548
69824,BENVENUTO VIEWPOINT,4245,System.Byte[],72483.739678,44,QL-D3,46a7aab4-0290-4d50-a829-2d446ff1a073,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1277434.37483731,218564.671591878
69825,BERGEN PLACE,253,System.Byte[],6891.305541,45,QL-D3,ebe6ec29-fa6c-4e7c-84fa-d8399ee35a3f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1258249.10579322,247638.145597056
69826,BHY KRACKE PARK,304,System.Byte[],66733.001627,46,QL-D3,41165492-8433-48ab-b636-f56cddab6fad,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1266867.8884244,233637.430160224
69827,BITTER LAKE OPEN SPACE PARK,4450,System.Byte[],125374.359188,47,QL-D3,db773ea9-3d31-4bd3-8fbe-088494331c5f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1267399.49333231,270736.315936044
69828,BITTER LAKE PLAYFIELD,288,System.Byte[],326006.264822,48,QL-D3,be30a15c-e88c-4f24-b9f1-674b5762aae2,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1267317.1942843,267843.81384705
69829,BLAINE PLACE,3907,System.Byte[],1353.864884,49,QL-D3,25493067-fc7c-42d6-8bbb-2b55a1e087b6,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1262958.7820694,232395.489402637
69830,BLAKELEY CRESCENT PARK,4435,System.Byte[],15409.743665,50,QL-D3,e8563b6f-dbcc-409f-a8cf-fa090200c50d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279314.92717856,246474.364460051
69831,BLUE DOG POND,4418,System.Byte[],98573.8484,51,QL-D3,286e08c6-c782-4b29-a9fe-5ed9ba20dffe,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278886.23151365,218293.445428297
69832,BLUE RIDGE CIRCLE,238,System.Byte[],4276.22778,52,QL-D3,b565f8d4-b65a-492b-8b49-c5dd21806daa,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1259510.53141998,260745.914000884
69833,BLUE RIDGE PLACES,239,System.Byte[],8637.190288,53,QL-D3,69a6235b-f762-4d46-b954-949fe1de442b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1259320.92549998,260280.435273051
69834,BOREN PARK,362,System.Byte[],315198.933134,54,QL-D3,a55fbecd-9927-4802-93ea-eb8bd5a6a201,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1275967.76523773,235229.180585638
69835,BOREN PLACE,3116,System.Byte[],1158.578556,55,QL-D3,77cc4566-5b15-4696-84f6-9f535f9dc296,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273455.95825347,224231.687488794
69836,BOYLSTON PLACE,349,System.Byte[],199.708571,56,QL-D3,9b781ce9-0b52-41f2-bcfd-a67042a3e4d7,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273494.37746798,226046.742585719
69837,BRADNER GARDENS PARK,401,System.Byte[],68024.512713,57,QL-D3,d084126d-a25e-4497-b126-652c37db6864,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1279630.39603581,217699.690054134
69838,BRIGHTON PLAYFIELD,402,System.Byte[],535932.998808,58,QL-D3,8e8e94aa-3880-40a4-9bb5-fa0c8409cb80,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1282650.49432631,203403.422386885
69839,BROADWAY HILL PARK,4474,System.Byte[],11955.956869,59,QL-D3,0dee9970-cd57-4b0f-8ee2-f4121743e557,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1274182.71631439,230918.712828636
69840,BRYANT NEIGHBORHOOD PLAYGROUND,482,System.Byte[],134787.016142,60,QL-D3,c40f5f7f-3e56-4934-b142-b75c7df66dd8,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283140.9129649,249694.85637863
69841,BULLITT LIFE ESTATE,4609,System.Byte[],69004.136503,61,QL-D3,6ad84d1a-246e-4fa8-aee2-75502fade81d,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273144.02186948,233058.760057718
69842,BURKE-GILMAN PLAYGROUND PARK,496,System.Byte[],310421.965152,62,QL-D3,73619cc1-923e-4ef9-87bc-12ccae24d905,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1283565.88882098,246610.240828723
69843,BURKE-GILMAN TRAIL,476,System.Byte[],3389155.494945,63,QL-D3,cccef407-565b-4703-9fb0-372d88c03240,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1284963.24987139,256415.932503387
69844,CAL ANDERSON PARK,3102,System.Byte[],480828.451237,64,QL-D3,17c3738e-7d9a-41e6-bf7a-c5abe14eff3b,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1273989.33218673,228605.089831218
69845,CALIFORNIA PLACE,448,System.Byte[],10616.051034,65,QL-D3,370cdfa3-ee87-4d87-b430-a78d4e0a1914,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1257098.28985339,217492.756412879
69846,CAMP LONG,4154,System.Byte[],2375764.710803,66,QL-D3,bde68c2a-2dc7-462d-94e2-2099ba6babdb,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260223.18124139,206704.168738127
69847,CARKEEK PARK,240,System.Byte[],7763863.962375,67,QL-D3,34a2087c-1249-4a3b-b375-961e61ee0612,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1260519.16686989,263546.004201218
69848,CARLETON CENTER,305,System.Byte[],3813.374004,68,QL-D3,9b74a324-177d-4c0b-b4e7-d5479c5f1c56,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1252640.88997556,237201.630380884
69849,CARLETON HIGHLANDS,4049,System.Byte[],35357.441503,69,QL-D3,5dd7ea02-8c36-4151-9a6a-4c8abcf2474a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1250366.54249014,241121.136649475
69850,CASCADE PLACE,3902,System.Byte[],1205.851724,70,QL-D3,c5a2f1e2-9b28-4c9f-b6a1-82b2a8ff8282,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1264737.71945639,246737.17233339
69851,CASCADE PLAYGROUND,350,System.Byte[],88453.931836,71,QL-D3,7045853a-ad93-4bcc-964d-003446a10896,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1270761.37210722,230333.814064056
69852,CATHERINE BLAINE JR HS,0,System.Byte[],216541.537823,72,QL-D3,e256c9db-70ef-406b-9204-6e8973d35e8c,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1254282.56549798,238294.774520054
69853,CAYTON CORNER PARK,4478,System.Byte[],4560.188439,73,QL-D3,c2a74499-3a0f-4f8e-886b-8dc1a2682d74,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1276819.53453156,228327.734414801
69854,CEDAR PARK,4167,System.Byte[],92179.059922,74,QL-D3,98937dca-c974-471f-ad3c-2d9b8a278c92,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1282405.52598423,268136.356569052
69855,CESAR CHAVEZ PARK,4448,System.Byte[],7604.621622,75,QL-D3,398b1ba6-bacd-45ff-afa1-26aff022b7c7,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1271825.78434847,195691.575933963
69856,CHARLES RICHEY SR VIEWPOINT,80,System.Byte[],485925.648996,76,QL-D3,d37ca5ae-c81d-448a-88a5-6118a984c18f,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1249032.27645789,213546.534646556
69857,CHEASTY BOULEVARD,4214,System.Byte[],842551.420862,77,QL-D3,b5320ba5-a7fc-40f4-b72f-82e42d074a87,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278165.35172181,209351.093890473
69858,CHEASTY GREENSPACE,258,System.Byte[],1743682.468023,78,QL-D3,2b99efe4-14c4-4321-b780-3ad23bdb555a,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278321.49150139,208983.542132139
69859,CHEASTY GREENSPACE,489,System.Byte[],271166.267174,79,QL-D3,1f5d35b0-dc17-4cc5-8c8f-f9a9bc5956c5,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278240.38667673,214268.075198218
69860,CHEASTY GREENSPACE: MT VIEW,269,System.Byte[],368048.054828,80,QL-D3,8171ceb5-3959-4b7b-8766-5db966e1cc32,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,SeattleParks_SeattleCityGIS,3/18/2024 10:32:42 AM,1278818.74017881,207938.986478463
